[2021-10-18 17:11:55,490][INFO][4524985856][main.py:88]SSRSpeed 1.01, Web Api Version 0.5.2
[2021-10-18 17:11:55,491][INFO][4524985856][requirements_check.py:73]Checking libsodium.
[2021-10-18 17:12:17,678][INFO][4524985856][speed_test.py:242]Starting test netflix - 新加坡 Legacy Magic IEPL 中继 C02 Netflix [2/13]
[2021-10-18 17:12:17,689][INFO][4524985856][client_shadowsocks.py:36]Starting Shadowsocks-libev with server sgp02.cathayroute.com:33400
[2021-10-18 17:12:18,694][INFO][4524985856][speed_test.py:276]Client started.
[2021-10-18 17:12:19,702][INFO][4524985856][geo_ip.py:46]Translating sgp02.cathayroute.com to ipv4.
[2021-10-18 17:12:19,707][INFO][4524985856][geo_ip.py:63]Starting Geo IP.
[2021-10-18 17:12:20,673][INFO][4524985856][speed_test.py:111]Node inbound IP : 162.14.13.189, Geo : Hong Kong Unknown City, Tencent cloud computing
[2021-10-18 17:12:20,673][INFO][4524985856][speed_test_methods.py:72]Testing latency to server.
[2021-10-18 17:12:22,531][INFO][4524985856][speed_test_methods.py:68]Testing latency to google.
[2021-10-18 17:12:24,663][INFO][4524985856][geo_ip.py:63]Starting Geo IP.
[2021-10-18 17:12:25,561][INFO][4524985856][speed_test.py:127]Node outbound IP : 50.7.253.98, Geo : Singapore Singapore, Fdcservers
[2021-10-18 17:12:25,561][INFO][4524985856][speed_test.py:135]Performing netflix test LOCAL_PORT: 1087.
[2021-10-18 17:12:28,419][INFO][4524985856][speed_test.py:153]Netflix IP : 39.109.245.22
[2021-10-18 17:12:31,007][INFO][4524985856][speed_test.py:173]Netflix test result: DNS解锁.
[2021-10-18 17:12:31,008][INFO][4524985856][speed_test.py:218]Performing UDP NAT Type Test
[2021-10-18 17:12:31,826][INFO][4524985856][speed_test_methods.py:44]Starting speed test with FAST
[2021-10-18 17:12:31,826][WARNING][4524985856][speed_test.py:374]Re-testing node.
[2021-10-18 17:12:31,827][INFO][4524985856][speed_test_methods.py:44]Starting speed test with FAST
[2021-10-18 17:12:31,827][INFO][4524985856][speed_test.py:386][netflix] - [新加坡 Legacy Magic IEPL 中继 C02 Netflix] - Loss: [0.00%] - TCP Ping: [85.00] - Google Loss: [0.00%] - Google Ping: [212.00] - AvgStSpeed: [0.00MB/s] - AvgMtSpeed: [0.00MB/s] - NAT Type: Full-cone NAT - Internal End: 10.10.20.57:54320 - Public End: 50.7.253.98:39907
[2021-10-18 17:12:32,832][INFO][4524985856][speed_test.py:242]Starting test netflix - 新加坡 Legacy Magic IEPL 中继 C03 Netflix [3/13]
[2021-10-18 17:12:32,839][INFO][4524985856][client_shadowsocks.py:36]Starting Shadowsocks-libev with server sgp03.cathayroute.com:33400
[2021-10-18 17:12:33,842][INFO][4524985856][speed_test.py:276]Client started.
[2021-10-18 17:12:34,848][INFO][4524985856][geo_ip.py:46]Translating sgp03.cathayroute.com to ipv4.
[2021-10-18 17:12:34,851][INFO][4524985856][geo_ip.py:63]Starting Geo IP.
[2021-10-18 17:12:36,698][INFO][4524985856][speed_test.py:111]Node inbound IP : 162.14.13.189, Geo : Hong Kong Unknown City, Tencent cloud computing
[2021-10-18 17:12:36,698][INFO][4524985856][speed_test_methods.py:72]Testing latency to server.
[2021-10-18 17:12:38,496][INFO][4524985856][speed_test_methods.py:68]Testing latency to google.
[2021-10-18 17:12:40,659][INFO][4524985856][geo_ip.py:63]Starting Geo IP.
[2021-10-18 17:12:41,549][INFO][4524985856][speed_test.py:127]Node outbound IP : 50.7.253.98, Geo : Singapore Singapore, Fdcservers
[2021-10-18 17:12:41,549][INFO][4524985856][speed_test.py:135]Performing netflix test LOCAL_PORT: 1087.
[2021-10-18 17:12:44,535][INFO][4524985856][speed_test.py:153]Netflix IP : 39.109.245.22
